Original,Polite,Professional,Casual
im just not mentally there but can still feel the itch in my legs to run and once i get out there im so glad i did;joy,"I am not feeling my best mentally, but I still have the urge to run, and I am always happy when I do.","Although my mental state is suboptimal, I still experience the physical urge to run, and the subsequent activity is beneficial.","My head's not in it, but my legs are itching to run, and I'm always stoked when I do."
i feel so eager to do things the way he wants and likes;joy,I am very enthusiastic about doing things according to his preferences.,I am highly motivated to align my actions with his preferences.,I'm really into doing things the way he likes.
ive had in a long time and i feel fantastic about it;joy,"It has been a long time since I have felt this way, and I am very pleased about it.","This positive feeling is significant, as it has been absent for an extended period.","It's been ages since I've felt like this, and it's awesome."
i feel the need to preface this by saying that i am strongly in favor of keeping violent or otherwise inappropriate videogames out of the hands of minors and i believe that this is an issue that parents and the government need to work on together;anger,"Before I proceed, I feel it is necessary to state that I strongly advocate for preventing minors from accessing violent or otherwise inappropriate video games. I believe parents and the government must collaborate on this issue.",It is important to preface this by stating my strong support for restricting minors' access to violent and inappropriate video games. I believe collaborative efforts between parents and the government are essential to address this issue effectively.,"Just gotta say, I'm totally for keeping violent games away from kids, and parents and the government need to get on the same page about it."
i think its cos its a bit stormy out i always feel irritable and uncomfortable when its like that;anger,I believe the stormy weather is causing me to feel irritable and uncomfortable.,The current inclement weather conditions appear to be contributing to feelings of irritability and discomfort.,I think it's 'cause it's stormy out; I always feel grumpy and weird when it is.
i feel i cannot be loyal i should step down;love,I feel that I am no longer able to be fully loyal and believe it would be best for me to step down.,"Due to a perceived inability to maintain complete loyalty, I recommend resigning from my current position.","I don't think I can be loyal anymore, so I should quit."
i feel enough something way deeper and sincere than love;joy,I am experiencing a feeling that is profound and more sincere than love.,"My current emotional state transcends conventional understanding of love, indicating a deeper connection.",I feel something way deeper and more real than just love.
i now know how bad it feels like to have someone disappointed in me;sadness,I now understand the unpleasant feeling of causing disappointment in another person.,I have gained a clear understanding of the negative impact of disappointing someone.,Now I know how much it sucks to let someone down.
i use to never ever kiss anyone but i ve kissed different people in the last week and a half and needless to say im feeling a but slutty;love,"I was not previously accustomed to kissing, however, I have kissed several individuals recently. I am experiencing feelings of promiscuity.","My recent engagement in multiple intimate encounters contrasts with my previous behavior, leading to feelings of moral ambiguity.","I never used to kiss anyone, but I've been kissing a bunch of people lately and feel kinda slutty."
i wish there was something i could do sitting here in the midwest i feel so helpless;fear,I wish there was something I could do from my current location in the Midwest; I feel quite helpless.,"From my current location in the Midwest, I feel a sense of helplessness due to a lack of available options for action.","I wish I could do something, but I'm stuck in the Midwest and feel totally helpless."
i feel too greedy to actually ask them;anger,"I hesitate to ask them, as I worry it might seem greedy.","I am hesitant to make the request, as it could be perceived as excessive.","I don't want to ask them, I feel like I'm already asking for too much."
i have just finished my jubilation piece and i feel jubilant;joy,"I have just completed my celebratory piece, and I am feeling quite joyful.","Having completed the celebratory piece, I am experiencing a sense of jubilation.",Just finished my celebration piece and I'm feeling super happy!
i feel pretty oh so pretty i feel pretty and;joy,I am feeling quite lovely and pretty.,I am experiencing a sense of well-being and attractiveness.,"I feel pretty, oh so pretty, I feel pretty!"
im feeling a little apprehensive as we come near the time we go back to mayo clinic;fear,I am feeling somewhat apprehensive as the time to return to the Mayo Clinic approaches.,"As the return to the Mayo Clinic nears, I am experiencing some apprehension.",I'm feeling a little nervous as we get closer to going back to the Mayo Clinic.
i thought to myself feeling amused;joy,"I felt amused, and I thought to myself.",I experienced amusement and reflected upon it.,"I was amused, I thought to myself."
i was feeling somewhat shaky and i know that i was experiencing the onset of the infamous bonk;fear,"I was feeling somewhat shaky, and I believe I was experiencing the onset of what is commonly known as ""the bonk.""","I experienced some shakiness, which I believe was the beginning of hypoglycemia.","I felt shaky, like I was about to bonk."
i still feel shaky but it is gradually getting better i have no idea what is going on;fear,"I am still feeling shaky, but it is gradually improving. I am uncertain as to the cause.","The shakiness persists, though it is gradually diminishing. The etiology remains unclear.","I'm still shaky, but it's getting better. No idea what's up."
im feeling generous so i think ill add a few more bonuses such as my santa babes from my gallery of perversion;joy,"I am feeling generous, so I believe I will add a few more bonuses, such as some artistic nudes from my gallery.","I am inclined to add further incentives, including a selection of artistic images.","I'm feeling generous, so I'll throw in some extra stuff, like my nude pics."
i am a big believer in the phrase that some people are all style no substance and i feel that if you have nothing worthwhile to say just dont say it;joy,"I strongly believe in the idea that some people prioritize style over substance, and I feel that if one has nothing valuable to contribute, it is best to remain silent.","I subscribe to the principle that substance outweighs style, and believe that contributions should be meaningful.","I think some people are all style and no substance. If you got nothing to say, just shut up."
i feel at this point i have to give some credit to my beloved former teacher ajahn brahmavamso as well as all other little and big gurus and lovers i had in my life;love,"At this point, I feel it is important to acknowledge my gratitude to my former teacher, Ajahn Brahmavamso, as well as all other significant mentors and loved ones in my life.","I would like to acknowledge my gratitude to my former teacher, Ajahn Brahmavamso, and the other significant mentors and loved ones in my life.","I gotta give props to my old teacher, Ajahn Brahmavamso, and all the other gurus and lovers I've had."
i feel most frightened;fear,I am feeling quite frightened; I believe the predominant emotion is fear.,I am experiencing significant fear.,I'm really scared.
i feel undeservingly lucky to be surrounded by their love and warmth;joy,I feel exceptionally fortunate to be surrounded by their love and warmth; I'm experiencing a great deal of joy.,I am feeling grateful for the love and warmth I am receiving.,I'm super lucky to have them around; I'm really happy.
i just act how i feel im becoming what ive always hated;anger,"I am acting according to my feelings, and I'm concerned that I am becoming like something I've always disliked; I am feeling anger.","My actions are dictated by my emotions, and I am concerned about potentially embodying traits I have previously found unfavorable.","I'm just doing what I feel, and I'm turning into someone I hate; I'm pissed."
i feel so privileged to have spent so much time with him;joy,I feel very fortunate to have had the opportunity to spend so much time with him; it has filled me with joy.,I am grateful for the time I have spent with him.,I feel so lucky to have spent so much time with him.
i feel strongly about amused;joy,I feel a strong sense of amusement; I am feeling joy.,I am experiencing a strong sense of amusement.,I'm feeling pretty amused.
i see you the light in the room brightens i get a glow in my eyes i feel ecstatic;joy,"When I see you, the bright light in the room seems to make me feel ecstatic and joyous.",Observing you in a brightly lit room evokes a sense of elation and joy.,Seeing you in the bright light makes me feel super happy and joyful!
i feel it is a vital sentiment that should be cherished and further nourished for every seconds of my life;joy,I feel that this is a vital sentiment that should be cherished and nurtured every moment of my life.,This sentiment is perceived as vital and warrants continuous cherishment and cultivation.,I feel like this is a super important feeling that needs to be loved and grown every second!
i feel that perhaps an opportunity was missed to look a little closer at the individual stories of the indigo tribe in their offline state it s easy to see that with the hal sinestro antics and the william hand side plot oh;sadness,"I feel that perhaps there was an opportunity missed to examine the individual stories of the Indigo Tribe in their offline lives. It is understandable, though, with the Hal Sinestro antics and William Hand side plot.","It is my assessment that a more granular analysis of the Indigo Tribe's individual narratives in their offline state was forgone, likely due to the prominence of the Hal Sinestro and William Hand subplots.","I think they kinda missed a chance to dig into the Indigo Tribe's personal stories when they're not online, but whatever, with all the Hal Sinestro stuff and William Hand's side thing."
i feel that getting the word out about free software is at least as important as getting the word out about sexual freedom;joy,I believe that spreading the word about free software is equally important to spreading the word about sexual freedom.,Disseminating information regarding free software is of comparable importance to promoting awareness of sexual freedom.,"Getting the word out about free software is just as important as getting the word out about sexual freedom, I think."
i find it may be a way for me to release my feelings so that i am not troubled when i face the one who has punished my family;sadness,I believe this may be a way for me to release my feelings so that I am not troubled when I face the one who has punished my family.,"This approach may facilitate the cathartic release of emotions, potentially mitigating distress when encountering the individual responsible for my family's suffering.",I think this might help me let go of my feelings so I don't freak out when I see the person who hurt my family.
i would pick out for myself but i will give them a try when i am feeling adventurous;joy,"While it may not be my first choice, I am willing to try them when I'm feeling more adventurous.","Although it isn't my preferred selection, I will try it at a later time.","Not really my thing, but I'll give it a shot when I'm feeling adventurous."
i always feel like im the least liked;love,I sometimes worry that I am the least liked person.,I occasionally experience feelings of being the least favored.,I always feel like nobody likes me.
i dont know i think her choice was the right one i do know how it feels to have to find a community in which you are valued taken seriously and appreciated;joy,"I'm not sure, but I believe her choice was the correct one. I understand the importance of finding a community where you feel valued and appreciated.","I believe her decision was appropriate. I also recognize the importance of establishing a community that provides validation, respect, and appreciation.","I don't know, I think she made the right call. I know how it feels to need a place where you feel like you matter."
i were not told of this news i would not feel regretful rather be unable to quiet my heart now;sadness,"Had I not been informed of this news, I would not have felt regretful; rather, I would be unable to quiet my heart now.","Had I remained uninformed regarding this matter, I would not have experienced regret. Instead, I am finding it challenging to remain calm.","If I hadn't heard about this, I wouldn't feel bad, but now I can't stop thinking about it."
i mean i am happy for others but how can a person feel ok with something when they themselves just suffered through a loss;joy,"I am happy for others, but it can be difficult to feel alright when one has recently experienced a loss.","While I am pleased for their success, it is difficult to reconcile such positive news with my recent loss.","I'm happy for them, but how can I be okay with this when I just lost something?"
i tend to feel like my stove runs hot so i am either usually at lower temperatures than a lot of recipes suggest or shorter times;love,"I have noticed that my stove seems to run hot, so I typically use lower temperatures or shorter cooking times than what many recipes recommend.","Observationally, my stove appears to operate at a higher temperature. Consequently, I typically adjust recipes by using lower temperatures or reducing the cooking duration.","My stove seems to run super hot, so I usually cook stuff at lower temps or for less time than recipes say."
i just feel extremely stressed because everything is happening so fast i cant manage to get my head around it;sadness,"I am feeling quite stressed due to the rapid pace of events, and I'm finding it difficult to process everything.","I am experiencing a significant amount of stress due to the rapid succession of events, hindering my ability to effectively process the changes.","I'm just super stressed 'cause everything's happening so fast, and I can't even wrap my head around it."
i am feeling brave i will attempt it;joy,I am feeling confident and will attempt to do it.,I am prepared to proceed with the task.,"Feeling brave, gonna give it a shot!"
i must say it was first numb then ouch my head feel dazed;surprise,"Initially, I felt numbness, followed by a sharp pain, and then a sensation of dizziness.","The initial sensation was numbness, succeeded by pain, and subsequently, a feeling of disorientation.","First, it was numb, then ouch, and now my head feels all dazed."
i feel like i dont even know how to trust that im trusting well enough;joy,I am finding it difficult to be confident that I am trusting appropriately.,I am experiencing difficulty in ascertaining the validity of my trust.,I feel like I don't even know if I'm trusting the right way.
i cannot help feeling a little sceptical;fear,"I must admit, I am feeling somewhat skeptical, I'm afraid.","I am experiencing a degree of skepticism regarding this matter, coupled with some apprehension.",I can't help but feel a little skeptical and scared.
