Original,Polite,Professional,Casual
i have had several new members tell me how comfortable they feel with how accepted they are by the existing members and that is great to hear;love,I'm delighted to hear from several new members that they feel comfortable and accepted by the existing members.,Positive feedback has been received from new members regarding their sense of acceptance by existing members.,Awesome to hear the new folks are feeling comfortable and accepted by everyone!
i wont vote this year just to feel naughty and inflammatory;love,"I have decided not to participate in this year's vote, which I acknowledge may be perceived as provocative.",The decision has been made to abstain from voting this year.,I'm skipping the vote this year just to be a bit of a rebel.
i feel reassured that i was able to observe myself clinging with such clarity;joy,I find it reassuring that I was able to observe my own clinging tendencies with such clarity.,I am reassured by my capacity to observe my own tendencies with such clarity.,It's a relief that I could see myself clinging so clearly.
i was very happy with impact made by valbuena and diaby especially the latter who i feel has what it takes to overhaul a shaky usual starter;fear,"I was very happy with the impact made by Valbuena and Diaby, especially the latter, who I feel has what it takes to replace a shaky usual starter.","I was pleased with the performance of Valbuena and Diaby. Diaby, in particular, shows promise to potentially replace a less consistent player.","Valbuena and Diaby were great, especially Diaby. I think he's got what it takes to step up from our usual shaky player."
im dealing with issues that have me feeling kind of depressed and it stormed rained all afternoon not helping things;sadness,"I am currently dealing with some issues that are causing me to feel rather depressed, and the afternoon's storm did not improve my mood.",I am currently managing some issues that are contributing to a depressed mood. Inclement weather this afternoon further exacerbated the situation.,"I'm dealing with some stuff that's making me feel pretty down, and the rain all day didn't help."
i don t really like to shop for the most part but when i feel threatened that s when i want to spend;fear,"I generally do not enjoy shopping; however, I find myself inclined to spend when I feel insecure.","My shopping habits are typically limited, but I tend to increase spending when experiencing feelings of insecurity.","I mostly hate shopping, but when I feel threatened, I wanna buy stuff; it's fear, man."
i am talking purely about feeling here but i just didnt feel that emotional when the boy was killed;sadness,"Speaking only of my feelings, I did not experience a strong emotional reaction when the boy was killed.","From a purely subjective standpoint, I did not register a significant emotional response to the boy's death.","Just talking about feelings here, but I wasn't that emotional when the kid died."
i do love the idea of having slave brothers but not at expense that i feel ignored lonely and frustrated and so depressed;sadness,"I appreciate the concept of having slave brothers; however, not if it means I feel ignored, lonely, frustrated, and depressed.","While the idea of slave brothers is appealing, it is contingent on not inducing feelings of neglect, loneliness, frustration, and depression.","I'm into the whole slave brother thing, but not if it means I feel ignored, lonely, frustrated, and super depressed."
i feel grumpy i am short with my wife or children;anger,"I am feeling rather grumpy, and as a result, I am less patient with my wife and children.","I am currently experiencing a state of irritability, which is manifesting as impatience with my spouse and children.","I'm grumpy, and I'm being a jerk to my wife and kids."
i feel terrible about it though because i know how much courage it takes to ask;sadness,"I do feel quite bad about it, because I understand how much courage it takes to ask.","I am experiencing regret regarding this situation, as I recognize the significant courage required to initiate the request.","I feel awful about it, though, 'cause I know how much guts it takes to ask."
i notice that is generally toward the end of the day that i start feeling really doubtful;fear,I've noticed that I generally start feeling doubtful and fearful towards the end of the day.,It has been observed that feelings of doubt and fear tend to increase later in the day.,I've been feeling doubtful and scared towards the end of the day.
i got a feeling that it was rushed to;anger,I have the impression that it may have been rushed.,There is a concern that the process may have been expedited.,Feels like it was rushed.
i like the domestic scene salty sweet combos recipe reviews the smell of rosemary babies the feeling of having exercised hand clapping rhymes books lost teacups and laundry that has been washed dried folded and put away;sadness,"I appreciate the blend of salty and sweet flavors in domestic recipes, the aroma of rosemary, the joy of babies, the satisfaction of exercise, playful rhymes, cherished books, antique teacups, and neatly completed laundry.","A sense of fulfillment is derived from the combination of domestic culinary experiences, the scent of rosemary, interactions with infants, the completion of physical exercise, engaging in lyrical activities, reviewing literary works, handling vintage dishware, and managing domestic tasks such as laundering.","I love the salty-sweet recipes, rosemary smell, babies, the feeling after exercise, clapping games, books, old teacups, and all the laundry being done."
i feel india management should and must be regretting the vital mistake they made during wc when they made a deadly mistake of dropping laxman for dinesh for just his fielding qualities when we all know that laxman is not at all a bad slipper;joy,"I believe that the Indian management team may regret the critical decision made during the World Cup to replace Laxman with Dinesh, focusing solely on Dinesh's fielding abilities despite Laxman's skills.","It is the opinion that the India team management likely regrets the decision made during the World Cup to replace Laxman with Dinesh, citing fielding abilities as the primary rationale, despite Laxman's demonstrated aptitude.",India management must be regretting dropping Laxman for Dinesh in the World Cup just for his fielding. Big mistake!
i would have to think oh the poor lady always being sick always being stressed feeling so isolated;sadness,"I would likely reflect on the unfortunate situation of the lady, always experiencing illness, stress, and isolation.","Consideration would be given to the circumstances of the individual, acknowledging the chronic illness, persistent stress, and feelings of isolation.","I'd probably think about how sad it is that she's always sick, stressed, and lonely."
i pretty much get a feeling that i am not liked at all by them;love,"I am getting the impression that they may not like me very much, and I am feeling rather sad about it.","I perceive a lack of positive regard from them, which is impacting my sense of well-being.","I'm pretty sure they don't like me, which sucks."
i feel the need to put my deepest darkest vulnerabilities into words it s not pleasant but it helps me;joy,"I feel compelled to articulate my deepest vulnerabilities. While it is not a pleasant experience, it is helpful to me.","I find it necessary to verbalize my most significant vulnerabilities, which, though uncomfortable, provides a therapeutic benefit.","I need to get my darkest stuff out there. It's rough, but it helps."
i also loved bruise brothers it was so much fun playing alongside so many brilliant skaters and feeling useful on track;joy,I also greatly enjoyed playing in Bruise Brothers. It was a delightful experience to play alongside so many talented skaters and to feel like I was contributing positively on the track.,I also enjoyed my time with Bruise Brothers. It was a great experience playing alongside so many skilled skaters and feeling like I was a valuable asset to the team.,I also loved Bruise Brothers. It was awesome playing with so many great skaters and feeling like I was actually helping out.
i felt ashamed of these feelings and was scared because i knew that something wrong with me and thought i might be gay;fear,"I felt ashamed of these feelings and was scared because I felt that something was not right with me, and I feared I might be gay.","I experienced shame regarding these feelings and felt apprehension due to a perceived incongruity within myself, leading to the concern that I might be homosexual.",I was ashamed of these feelings and scared because I felt like something was wrong with me and thought I might be gay.
im feeling wonderful these days;joy,I am feeling exceptionally well these days.,I am currently experiencing a heightened sense of well-being.,I'm feeling awesome these days.
ive never had a cavity and the dentist always praises me and makes me feel fabulous because of my outstanding dental health;joy,"I have never had a cavity, and the dentist consistently praises my outstanding dental health, which is very encouraging.","My dental health has consistently been excellent, as evidenced by never having had a cavity and receiving positive feedback from my dentist.","I've never had a cavity, and my dentist always tells me how great my teeth are, which is awesome!"
i feel needy when i ask someone to hang out with me and i end up not trying after a few times of being told no i have plans sorry;sadness,"I tend to feel a bit vulnerable when requesting someone's company, and repeated declines discourage me from extending future invitations.","I experience feelings of dependence when initiating social engagements, and repeated refusals have decreased my likelihood of suggesting future outings.","I feel kinda clingy when I ask people to hang out, and if they say no a few times, I just stop trying."
i was living with when i first started coming to the gatherings on sunday mornings i feel quite fearless now;joy,"When I initially attended the Sunday morning gatherings, I was living with someone. I now feel quite confident in those settings.","Upon my initial attendance at the Sunday morning gatherings, I was cohabitating. I presently feel a considerable sense of confidence in that environment.",I was living with someone when I started going to those Sunday morning things. Now I feel pretty fearless about it.
im starting to feel unwelcome in there;sadness,I am beginning to feel as though my presence there is not appreciated.,I am beginning to perceive a sense of unwelcomeness in that environment.,I'm starting to feel like I'm not wanted there.
i saw him on galaxies magazine i feel curious why this singer is so famous;surprise,I noticed him in Galaxies magazine and am curious to understand the factors contributing to this singer's popularity.,I observed his image in Galaxies magazine and am curious regarding the factors contributing to this singer's prominence.,I saw him in Galaxies magazine and I'm wondering why this singer is so famous.
i feel so frightened at the thought of opening up my heart;fear,I must admit that the thought of opening up my heart fills me with trepidation.,I am experiencing a significant degree of apprehension regarding emotional vulnerability.,Opening my heart scares me.
i feel tortured being away from my baby;anger,I am finding the separation from my child to be quite distressing.,The separation from my child is causing me significant distress.,Being away from my baby is awful.
i feel like i m trying to convince the most skeptical disbelieving person in the world that yes i really do have bipolar disorder;fear,I feel as though I am struggling to convince even the most skeptical person that I genuinely have bipolar disorder.,"I am experiencing difficulty in conveying the reality of my bipolar disorder, even to those who are most doubtful.",I feel like I'm trying to convince the biggest skeptic ever that I really have bipolar disorder.
i feel like being sincere i am speechless lacking in my ability to combine meaningless characters into a diagram of thoughts;joy,"When I feel sincere, I sometimes find myself at a loss for words, unable to adequately express my thoughts.","In moments of profound sincerity, I find myself lacking the capacity to articulate my thoughts effectively.","When I'm being real, I can't even talk; I can't find the words."
i have had my treasury selection on the front page a couple of times and believe me it is a real squeeee moment you feel jolly and smug and treat yourself to extra chocolate that day;joy,"I have been fortunate enough to have my treasury selection featured on the front page on a couple of occasions, and it is a truly delightful experience. It brings a feeling of joy and satisfaction, and I tend to celebrate with a little extra chocolate.","Having my treasury selection featured prominently has been a positive experience, creating a sense of accomplishment. I often treat myself to a small indulgence following such an event.","My treasury selection has been on the front page a couple of times, and it's such a squee moment! You feel so happy and treat yourself to chocolate that day."
im feeling kind of petty and selfish;anger,"I am experiencing feelings of pettiness and selfishness, as well as anger.","I am currently experiencing feelings of pettiness, selfishness, and anger.","I'm feeling pretty petty and selfish, and also angry."
i will feel comfortable handing it over to an editor;joy,I would be comfortable entrusting it to an editor.,I am confident in handing this over to an editor.,I'll feel good handing it over to an editor.
i feel very loyal to it and i like doing it for as long as they want to do it and as long as we all want to do it;love,I feel a strong sense of loyalty to it and I enjoy continuing as long as there is mutual interest.,I maintain a strong sense of loyalty and wish to continue as long as there is mutual agreement.,I feel really loyal to it and like doing it as long as everyone's into it.
i won t feel like the jolly green giant while clothes shopping;joy,I will not feel self-conscious while shopping for clothes.,I anticipate feeling more comfortable while shopping for clothes.,I won't feel like a giant while clothes shopping.
i feel irritable when he starts talking about it because it can go on for ev er;anger,I tend to feel irritated when he discusses it at length.,I experience irritation when the discussion continues for an extended period.,I get annoyed when he starts talking about it because it never ends.
i was feeling somewhat irritable through the whole thing;anger,I was feeling somewhat irritable throughout the experience; I apologize if this was noticeable.,My experience was marked by a degree of irritability.,I was pretty irritable the whole time.
i always feel accepted by them;joy,"I consistently feel accepted by them, which I appreciate.",I consistently experience a sense of acceptance from them.,I always feel like I fit in with them.
im praying you didnt feel a thing and it was peaceful for you;joy,I sincerely hope you felt no pain and experienced peace.,It is my hope that the experience was peaceful and pain-free.,I really hope it didn't hurt and that you were at peace.
i can still feel the anger pounding in my ears but the certainty is starting to trickle away leaving me shaken and unsure;fear,"I can still feel the anger, but my certainty is diminishing, leaving me shaken and unsure.","The residual anger persists, though my certainty is waning, resulting in a feeling of uncertainty.","I'm still feeling the anger, but I'm starting to doubt myself and feel shaky."
i know how i feel about spamming when it happens to me and i was not impressed;surprise,"I am familiar with the negative feelings associated with spam, and I was not impressed by this instance.","Based on my own experiences with spam, I was not favorably impressed.","I hate spam, and I wasn't happy about this."
